,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,code
0,834.5502489665064,-2199.384344992557,1493.087487635414,1961.0796989486782,350.73822651977525,-1648.9226417468444,-2.676053111162479,-947.7581289760096,-394.68462510071924,-282.0442687638534,-993.1913380646162,-796.4537102830062,-323.7000377759553,446.04560710059206,303.6220752955519,94.37120120913349,-1563.9747408282678,-467.1290782269586,221.73229620083345,565.4263215702229,812.7617754378965,117.89112082900573,SNE
1,1921.1393072789629,1442.7422379851243,165.53229674201452,-1119.3948434527772,237.1423085889756,-295.08974319956417,25.256359402599625,492.4588833982566,-114.05777177561652,879.5529223178579,-220.71761740882,-191.54389653067466,-588.785478697658,-415.67854967259626,-418.839231240133,-455.4652368040818,-743.6986782051194,-154.95477756047296,-4.074379628611226,-105.27236044339278,22.692663739237133,-598.144975054555,SNE
2,-1639.0820644528233,-409.96841950837893,545.2704408241107,-1056.808945437037,-1502.6982371635263,99.97555137650673,293.3730061520431,509.6992625732654,520.9844385513414,136.44184015749425,-295.7846816314702,-609.2164434794455,-81.54936466323255,-391.5842239098638,49.76498445472815,-692.6569273130726,168.89091492529556,515.9213114713212,101.36627691392647,387.58839806987083,-258.68274107480613,203.6629822401058,SNE
3,-1382.756289663465,-2629.0583834658732,624.6222292360442,-683.5851216969572,21.475482033124557,974.7460285003879,-572.8755483085672,230.66747380622266,363.30618530225775,-272.2159286402715,-274.81549045997724,-168.74123472150293,-601.0559734604577,786.9039998730053,526.3716407956771,-189.20073958419303,-364.206647550413,1430.6943090404654,-325.32501158529226,-881.1966860081641,284.3032249172522,732.5227704599628,SNE
4,815.3352539866961,165.5599928936242,36.074894597708095,2352.3424268701874,-173.40612439799153,-268.1732461610958,-878.2039657792652,-277.1834059410486,560.788103337311,-199.5866691229545,804.088748707442,799.7239311049667,-49.90225210588207,-250.49629827302272,-173.7360041167932,-2.4915639868252484,225.0897170354535,-224.37311702030013,330.64869424457993,-33.24366268601659,652.1971818857938,-214.97597648507232,LYM
5,-2979.917347329903,-841.0709082684597,192.92166462353575,-5.205438705324454,-240.5014100451146,-601.8373472472423,-578.7416994679133,376.5079853515014,-225.8336118979591,-369.26732054284935,-223.97933233718604,848.9213780078703,14.054240375080493,269.6365042600047,201.35049947227475,-671.6017474145532,538.6389446263538,278.4952814181729,948.2893700202173,995.2827378502383,629.0477521146726,-561.8699291652936,SNE
6,1341.7203978561947,-1418.8801260533673,739.0193182858993,1550.0713620417896,-743.1878982764944,1317.9287290809286,1303.8459993652182,85.46999384444933,701.1283928639165,-573.2370425313626,-82.63660381256807,-605.1307560138881,741.3149974672193,-575.3045459146543,108.28813279096077,-264.7396985760209,200.06522363620422,-697.2648754524745,-111.39260611113477,-198.00350877721772,-115.95680079329674,147.149986046203,MON
7,-840.7551476107967,676.0613644870298,-90.00276695509758,-38.21199775479661,-947.9921114649142,-509.8885642925733,165.3516027408463,-22.262478869668243,420.3349971951684,259.2993529138293,255.7318173016651,-201.84217778325566,-272.0100538458342,231.65440420380688,231.6134433947102,-138.85625528480614,618.5527772457377,55.20705854011154,-52.49333312982999,415.22838049421415,-164.1654942652048,290.5213321236843,LYM
8,-1299.943086880234,-660.5268954066089,270.08361967806013,-388.78274558042085,-284.0737435532888,384.2139546787395,1029.7477976458426,-257.10218638542676,264.98064160980573,831.2216192719444,-29.477013302894747,779.2787398299791,367.13771288883953,-728.2582535337618,-134.62383345228537,-287.7520172614488,-68.69158749349376,-446.3100981060479,275.4230956228933,676.2768015997391,689.0428340879248,142.7771741426874,SNE
9,-256.0168808856618,-325.6703581820623,-415.5423982514992,921.8733803598333,-677.2654252720081,671.4379128313108,-329.50486743635486,1396.1680999449432,-822.5605724176232,184.01598943786445,334.3428043227388,17.85093684520288,238.16200618293894,-284.0647282918793,-80.05039840849561,279.8197021563747,-281.47486574673235,501.561928493664,85.82878651256453,54.46485862249127,348.1996557060787,-412.0153731322131,LYM
10,-2989.567478816456,-732.2849386680417,490.835777131312,1876.1258014312007,1393.3534829156922,-1159.8110083205866,1018.8629322160696,337.395543896268,-570.1266088230217,-910.3552624187722,-780.2699114343798,403.16592225751043,-676.2531171027954,234.27770668729573,155.78717003127846,76.42286020080192,575.5352297619702,5.931336153013344,682.4753900196963,465.8757480137394,-125.41169338602815,350.8482764185842,LYM
11,1056.504463019335,-2223.8998662024705,1645.5595525176739,1095.547452319406,768.9929661519978,-909.0578592318699,-731.602152966257,-781.5095899245614,-888.074665507674,-288.9497031022149,261.12725165535625,-275.29150696253475,-25.213478202883852,-121.0331857693327,890.9226742526552,-299.3303196560059,-612.0292288345403,-547.1091438820763,423.9565270214241,-314.6743525252236,659.3919414113692,-126.9538308139136,SNE
12,379.0383842137832,-1559.947882038074,1875.2723013220432,516.184594045711,596.7007662539252,733.4388326930197,-207.31542522531456,10.70672792601675,279.4938681529144,-529.8709779065554,-408.66512384393945,-507.3362659497833,-228.75272390940538,-149.56393782087372,-256.18431756267853,48.605759227818794,-952.180937416512,479.2104871668036,295.6761856732087,415.25346443884087,525.8091612174726,902.8998814058605,SNE
13,696.2589162959156,1529.9925428088256,513.1271300137292,-1348.2780634405362,483.7307695611636,47.74529485130955,-730.6468314156195,606.0512407750217,-560.4633471670091,465.25630373434035,-182.71471661350228,690.0853630105805,-232.8658167287627,749.3201374264384,424.3941887957531,-786.0420794427622,615.1334239656759,-598.6671068507653,89.41525679700894,-713.7993520780068,147.62835368621896,37.73700060465356,SNE
14,2629.959573772551,-913.2909411368018,1397.2950070101072,60.95625494584469,25.9140264954713,-463.05208522742055,-336.61528852019916,76.70762142037069,-17.02802408846931,-272.1986895201733,-44.11465457473604,104.01488651626745,150.6328703291993,21.17949877427662,-312.7553304291764,133.5832947148628,101.84384184805673,202.73210346836677,24.782763396942997,-346.0923837478845,15.235594029889103,-614.0651022783835,SNE
15,258.11551098810634,-143.21112223894374,717.8810171159939,434.37865609075806,-449.65617750056134,-1941.7302731023897,895.353814958584,128.02341217315538,187.56016400128505,403.4510102229421,588.7357678199888,-372.2362910368165,-342.30974037167533,80.66589865214787,170.57347572241628,-285.88978885929214,109.76122693482432,-730.6378639777326,411.56298818014244,-124.29494441212529,280.69141635952366,-571.6340856251122,SNE
16,-2084.6089994961044,148.73542577639316,-243.91984691277435,1049.5169931283085,-550.584423016702,162.98632346208996,-1121.6139780628457,183.94614145477533,-987.5034262918145,34.384620110253174,697.652842905668,-159.4629200982016,105.7675819318808,-75.70873629007006,-341.6718149479292,51.01437266789717,-157.6296515330313,382.99284932894346,-292.6881515424529,-85.35179704512413,-359.8629173307225,339.5697073062862,LYM
17,-2023.096190860993,-54.34125612663476,-780.688788221614,637.0664811833951,156.83956029749064,229.6221325703056,-895.7888998942238,-236.77532922673078,-708.9933234926269,396.0495437216599,816.6404189172786,-241.24500937274374,583.6566321291258,278.58010391055416,-177.392853690803,155.75400640834394,-227.11227175928173,-120.27471158882321,323.87266516496476,-336.32162791022904,-325.5584811380786,-134.68944155989962,LYM
18,1181.4198980798828,152.60615821066526,2328.841175733049,-368.2002976454313,400.8286559021797,-786.1679227435847,238.23354832398434,-484.10779971492497,-627.5109782535558,250.73301570005162,256.76097296139307,-616.9693449825651,-278.3074797209548,91.16662832123652,46.661215193654094,-955.8963685125449,31.754986229222684,481.1727249270956,31.106281849997576,-98.0259099127866,44.09464540160295,313.7727898366914,SNE
19,1569.3988719328624,976.0107896897522,49.449628185291054,-1477.6409079866587,467.1348102021802,-138.97399763061114,1252.81537168677,-523.4307575314897,-285.69870531370077,1451.19461008443,-122.50058722131283,-196.59398366305334,-542.2260904156341,353.36519883227623,139.6075932176139,-939.5288614634534,-136.73003099122622,-571.2524061215883,168.83869927164082,117.50758964229355,-501.9157490702526,-291.05444983047755,EO
20,548.3150122515261,-986.0681338920394,-706.4141957932968,750.4024693769716,-510.0900369946521,-468.3865522765481,725.7296713077714,-632.4336941512817,-142.7503272258563,-242.32204102529465,-272.28780276058905,161.39187358344614,-678.9796721394102,386.80646625240723,-140.89307635189158,732.8867659268428,-472.7686036927304,-424.9115250989959,186.63386203489097,-79.63700101009249,263.0489575728989,-828.9625796489318,SNE
21,685.8640659973141,318.5306934117103,1634.1067017897085,-842.4262806538057,-433.98430104532406,-1413.2693751346974,-603.9296377580138,-48.25029576399588,-670.5511661351397,732.6163407687474,-846.1175122518276,-53.655530401908806,-113.9850235862177,-848.9389913652383,-203.8724282953661,402.6919530197107,638.7364979529235,-431.4655142104705,227.561465659605,-227.42921710488486,687.319692490651,-516.7393105790684,SNE
22,-64.91940650522957,569.1764305603583,832.8282124430406,569.7093929214207,-666.5072346190459,638.5707663535181,263.5815357516459,-518.1907136554709,-608.9269810824708,224.59550480996296,-324.4954701682845,887.2540154725207,-312.11330442595175,-597.4361677535675,-497.91308194898346,-475.5199811931589,399.2707132639163,-320.9446007524625,-332.0942310858318,253.25966280444632,644.7127937769457,159.34706591812022,LYM
23,2424.8645813418843,-328.97829094878097,327.3742142191172,245.66260552550767,-702.2741030019203,821.9913962485049,1273.160732562737,534.1405834912516,523.1401555034621,-1037.9596731473812,117.76065517092051,586.1793723520968,427.3806794646013,-374.2724064769616,84.1526174550816,-628.3664716103011,-123.97670651047821,182.34648611612084,-46.24098950784475,216.82323912253295,-192.65827426352968,639.2345782688004,SNE
24,-1645.725367287849,551.4746658832433,-81.99830161712435,650.9683917260762,-805.5712151370726,-722.494317744334,923.8287528233319,-582.2716870318578,-474.4997238844101,263.94106898398036,399.22477697369754,708.9450103888068,281.15301408425523,352.5922479258761,140.2276694692676,833.5666933522924,135.1259918055912,1813.9171675917544,391.82640959686995,589.4781975527161,337.3427694004794,-103.83034068587365,LYM
25,892.411419852066,-481.6456625689249,1396.8320022095463,365.9549497987458,-953.6907872579962,-1354.357789361468,456.5289772928743,-373.83344793517944,680.5654832795628,618.3728679122927,367.69275905815135,342.8989183662055,-806.5832125693918,49.008436547720336,585.6327872386144,-523.5879289224893,-227.8218369025085,312.08103165407,349.77797686916847,90.01995686499478,310.4917044337537,-364.45095161776754,SNE
26,-1219.881927675958,-803.8052660097126,1679.3768216765638,-764.5600040308094,-654.498582341359,-601.0851007785851,320.95412599809,217.5356657174697,-59.197414212235415,-426.1763586663513,-264.26484320836073,781.3090417567086,651.1607659760258,-565.7057377788522,-590.516183612916,786.9826004802109,-504.86223809110595,-335.1566071046548,-442.1362053481574,289.96987006281734,120.83612579126455,-119.81569923705436,SNE
27,906.1914287307642,869.8611100510913,-660.3586519939946,1097.0772901552912,-37.07624186619744,586.6863596754018,-497.16544321160933,-704.4869988245298,24.53600022607348,-303.87505235990415,364.26635204273146,182.8456477407321,609.6872345942797,125.27126410845014,537.0733831219733,-304.55150445330594,-544.0028012971802,478.7399374925509,-571.0699506724153,-110.56889484794434,89.27311134442698,72.8102357101732,SNE
28,1207.850024823152,83.06571974157038,1454.1966042358647,-731.3102729061864,-529.522663180907,-492.43671506497566,773.7635979480209,209.83454082927068,243.48105505065382,-231.26073964288074,468.62218903051644,234.63450170132,498.38523814587734,675.2774121722133,-477.8670093308215,-763.8290086093511,815.2077859939898,2.2691430116921296,294.7611431072982,-861.1951232519795,-240.277477327357,153.52645771167712,SNE
29,-1510.4849249179533,655.100108420104,37.17747050197017,287.5078924507675,-66.25270387180126,250.30653471154648,839.498145744858,-877.1395565524406,365.0145046500886,288.1370537325977,-659.1365840282724,91.58868731161405,130.82602237266553,-34.91722608306404,-444.81626920115,105.30408815639117,430.17034363486715,-155.22999554687854,-247.62774216705483,-117.29298992293582,-196.1302040689194,-184.58348432986497,LYM
30,725.9500331223494,1973.5209999693611,10.247655583498842,-871.792575648827,905.1394592032794,288.4241101258627,1085.6111438784253,790.5273459301291,-802.130905545781,-507.4949787868631,-759.7962619575742,752.3330928467641,-38.62426212420311,-543.4489450413104,105.19189095722557,-195.6820429332389,-325.3526300645234,157.7270795193989,10.470590324260062,635.4517738628905,-40.74661114794175,-690.3541204949487,SNE
31,55.11224584614449,-2339.922829938445,743.9528687027417,-425.00542470800843,-155.19930606525477,1428.8563135444183,-23.408236106365898,-137.58625612696986,-290.5489504135162,267.4712498582883,798.6260279181021,583.9731719542464,-131.79211743753066,-1458.3035683657438,578.5146964186144,-293.47226760643497,-863.890857906222,-89.8064648764977,-987.8030428039748,80.38215616309392,397.12167296791165,19.625504006189416,SNE
32,331.0097788075722,1364.6724282862483,1324.717302838646,-961.9223007091542,-31.838060336893882,-222.55026590934588,203.98529351310765,-309.84263748006146,34.08644966636371,1361.2539618212709,-601.9672918882696,-931.923153209695,-799.4767427187629,-374.8842113896847,-752.7969684582068,-96.55692104021458,666.6846915120132,278.1487214148389,82.57097275093523,349.42457372222606,382.3186450900047,-611.9404784059465,SNE
33,445.12477656568933,-48.357215602484416,966.7237393702363,729.7782871009813,-904.1366089503906,477.0879243421107,-952.5049527669712,800.4562035171346,-845.0959852871092,-16.629315792249148,-289.8544218303026,-302.2079195729828,-99.67811655199652,619.0588742798624,334.7223061070766,-159.6774889448784,352.17112421104787,-272.0589602224267,-607.5599783250528,-133.80161297658262,-367.97378521501736,328.8964243857286,SNE
34,-87.54331621749549,1196.2563793932802,-245.5467097819808,-1910.135758405724,11.044269939575472,-67.16118732320389,-640.7160341390291,-327.34734317437335,-413.4340496191746,-479.2990597550413,-141.93945636670875,-191.1792537057637,-625.6082168966154,-245.74230037973547,236.61677790682816,58.93933438045492,479.1331351819273,-1210.3006844569015,768.8000739954018,-272.7497308045503,299.3740739701642,75.41358988119293,SNE
35,-554.8011866598958,532.9202351576071,-201.01500806262078,-63.509906261280314,583.6489176526298,-239.32641874304412,684.3568245943015,453.7346873133795,-506.1491046417883,326.37751855385415,286.76335180727597,-337.2400224286107,-2.798731742985611,223.54058145587916,-474.65171085676945,19.786266354783564,-216.24505581349712,445.6916454088638,-132.1956143541766,-59.873075611768954,-246.5029512880695,-198.6680221436937,SNE
36,-2724.128187843659,22.12003521017499,142.19959678445284,-848.8417334755186,-925.404508838672,-303.6489897207646,800.9260925705597,-585.0486162891116,-569.7909636723942,585.5781066939969,-249.23107438712233,34.701249435807256,29.27330486987827,-125.09379017242041,376.7647056617213,228.98859575365725,-55.602219883857536,215.16384324827538,360.6351786961799,180.1410275179453,-204.42741480664947,-1.5408035139362823,LYM
